User_ID,Demand_Mbps,H3_Cell
319,0.53,832b9bfffffffff
320,2.93,832b83fffffffff
321,4.79,832b83fffffffff
322,0.17,832b9bfffffffff
323,1.0,832b9bfffffffff
324,0.05,832b93fffffffff
325,2.91,832ab4fffffffff
326,0.86,832b9bfffffffff
327,0.66,832b9bfffffffff
328,4.72,832b9dfffffffff
329,0.72,832ab4fffffffff
330,0.18,832b9bfffffffff
331,0.16,832ab0fffffffff
332,4.79,832b9bfffffffff
333,3.45,832b9bfffffffff
334,0.95,832b81fffffffff
335,0.33,832b9bfffffffff
336,0.34,832b9bfffffffff
337,0.6,832b9dfffffffff
338,0.86,832b83fffffffff
339,0.2,832ab4fffffffff
340,0.19,832b9bfffffffff
341,0.43,832b9dfffffffff
342,0.36,832b9bfffffffff
343,0.11,832b9bfffffffff
344,0.61,832b9dfffffffff
345,0.46,832b9bfffffffff
346,0.4,832b81fffffffff
347,2.36,832b9bfffffffff
348,0.43,832b81fffffffff
349,0.7,832b9bfffffffff
350,0.75,832b9dfffffffff
351,0.97,832b92fffffffff
352,0.66,832b9dfffffffff
353,0.68,832b93fffffffff
354,0.13,832ab4fffffffff
355,0.32,832b9bfffffffff
356,0.45,832b9bfffffffff
357,0.14,832b9bfffffffff
358,0.44,832b9bfffffffff
359,0.38,832b9afffffffff
360,0.53,832b81fffffffff
361,0.68,832ab4fffffffff
362,0.34,832ab4fffffffff
363,0.85,832b9bfffffffff
364,4.12,832b93fffffffff
365,0.15,832ab4fffffffff
366,4.12,832b9bfffffffff
367,0.93,832b9bfffffffff
368,2.96,832b9bfffffffff
369,3.7,832b9bfffffffff
370,0.74,832b93fffffffff
371,0.05,832b9bfffffffff
372,0.49,832b81fffffffff
373,0.16,832b81fffffffff
374,0.03,832b9bfffffffff
375,0.95,832b9dfffffffff
376,0.02,832b8efffffffff
377,0.82,832b9bfffffffff
378,0.15,832b83fffffffff
379,2.04,832b83fffffffff
380,0.31,832b9bfffffffff
381,0.91,832b9bfffffffff
382,3.48,832b81fffffffff
383,0.33,832b81fffffffff
384,4.12,832ab6fffffffff
385,0.43,832b9bfffffffff
386,0.55,832b9bfffffffff
387,2.45,832ab4fffffffff
388,3.91,832b9bfffffffff
389,0.38,832b9bfffffffff
390,3.5,832b81fffffffff
391,0.75,832b9bfffffffff
392,0.54,832b9dfffffffff
393,0.61,832b83fffffffff
394,4.19,832b9bfffffffff
395,4.97,832b9afffffffff
396,0.74,832b9bfffffffff
397,0.98,832ab4fffffffff
398,0.56,832b9bfffffffff
399,0.14,832b83fffffffff
400,0.52,832b83fffffffff
401,0.39,832b9dfffffffff
402,0.52,832b83fffffffff
403,0.37,832b9bfffffffff
404,0.05,832ab4fffffffff
405,0.58,832b81fffffffff
406,0.75,832b9bfffffffff
407,0.49,832b9bfffffffff
408,0.44,832ab4fffffffff
409,0.06,832b9bfffffffff
410,0.42,832b81fffffffff
411,0.62,832b9bfffffffff
412,0.61,832b9bfffffffff
413,0.13,832b93fffffffff
414,0.76,832b83fffffffff
415,2.81,832b9dfffffffff
416,0.76,832ab4fffffffff
417,2.56,832ab4fffffffff
418,0.6,832b9dfffffffff
419,0.12,832b9bfffffffff
420,3.98,832ab4fffffffff
421,0.68,832769fffffffff
422,0.63,832b9bfffffffff
423,3.26,832b9bfffffffff
424,0.46,832ab4fffffffff
425,0.15,832b83fffffffff
426,0.18,832b83fffffffff
427,4.85,832b9bfffffffff
428,0.17,832b9bfffffffff
429,3.77,832b9bfffffffff
430,0.58,832b9bfffffffff
431,0.65,832b83fffffffff
432,0.14,832b9bfffffffff
433,0.4,832b9dfffffffff
434,1.0,832b81fffffffff
435,0.54,832ab4fffffffff
436,0.33,832b9cfffffffff
437,0.75,832ab4fffffffff
438,4.07,832b83fffffffff
439,0.74,832b9bfffffffff
440,0.88,832b83fffffffff
441,0.73,832b83fffffffff
442,0.88,832b9dfffffffff
443,0.8,832b9afffffffff
444,0.61,832b81fffffffff
445,0.57,832ab0fffffffff
446,0.08,832b81fffffffff
447,0.82,832ab4fffffffff
448,0.73,832b9bfffffffff
449,0.8,832b9bfffffffff
450,0.59,832ab5fffffffff
451,0.58,832b9bfffffffff
452,0.19,832b9bfffffffff
453,0.49,832b9dfffffffff
454,0.79,832b81fffffffff
455,0.78,832b9bfffffffff
456,0.5,832b9bfffffffff
457,0.66,832b81fffffffff
458,0.42,832b9bfffffffff
459,3.85,832b83fffffffff
460,2.34,832b9bfffffffff
461,0.86,832b9bfffffffff
462,0.67,832b9bfffffffff
463,0.32,832b9bfffffffff
464,0.13,832b9bfffffffff
465,0.5,832ab4fffffffff
466,0.05,832b9afffffffff
467,4.78,832b9bfffffffff
468,3.87,832b9bfffffffff
469,0.65,832b9bfffffffff
470,0.15,832b98fffffffff
471,0.38,832b9bfffffffff
472,0.37,832ab4fffffffff
473,0.85,832b83fffffffff
474,0.93,832b9bfffffffff
475,2.06,832b9bfffffffff
476,0.41,832b83fffffffff
477,0.06,832b9bfffffffff
478,0.89,832ab4fffffffff
479,0.45,832b9bfffffffff
480,0.33,832b9bfffffffff
481,0.68,832b9bfffffffff
482,3.94,832b98fffffffff
483,0.55,832b9bfffffffff
484,3.45,832b9dfffffffff
485,0.1,832b9dfffffffff
486,0.6,832b9bfffffffff
487,0.15,832b9bfffffffff
488,2.37,832ab4fffffffff
489,0.07,832b83fffffffff
490,0.42,832b81fffffffff
491,0.11,832b9bfffffffff
492,0.17,832b9bfffffffff
493,0.02,832b9dfffffffff
494,0.3,832b9dfffffffff
495,0.48,832b81fffffffff
496,4.43,832b9bfffffffff
497,0.13,832b81fffffffff
498,0.66,832b83fffffffff
499,0.35,832b9bfffffffff
500,0.74,832b9bfffffffff
501,0.62,832b83fffffffff
502,0.78,832b9bfffffffff
503,0.38,832b9bfffffffff
504,0.53,832b81fffffffff
505,0.77,832ab4fffffffff
506,0.59,832b81fffffffff
507,4.63,832b81fffffffff
508,4.14,832b83fffffffff
509,4.88,832b9bfffffffff
510,0.48,832ab4fffffffff
511,0.85,832b83fffffffff
512,0.65,832b83fffffffff
513,0.55,832b9dfffffffff
514,0.47,832b9bfffffffff
515,0.61,832b9bfffffffff
516,0.82,832b83fffffffff
517,2.93,832b9bfffffffff
518,0.53,832b92fffffffff
519,0.11,832b9bfffffffff
520,0.5,832b83fffffffff
521,0.97,832b9bfffffffff
522,0.61,832b83fffffffff
523,4.91,832b9dfffffffff
524,0.68,832b93fffffffff
525,4.08,832ab4fffffffff
526,0.45,832ab4fffffffff
527,0.72,832b83fffffffff
528,0.45,832b81fffffffff
529,0.05,832b9bfffffffff
530,0.72,832ab4fffffffff
531,0.32,832b81fffffffff
532,0.63,832b9dfffffffff
533,0.38,832ab4fffffffff
534,0.19,832b9afffffffff
535,0.66,832b83fffffffff
536,0.14,832b83fffffffff
537,3.26,832b83fffffffff
538,0.9,832b9bfffffffff
539,0.09,832b9bfffffffff
540,0.95,832ab4fffffffff
541,4.01,832b9dfffffffff
542,0.95,832b8efffffffff
543,2.5,832ab4fffffffff
544,0.94,832b98fffffffff
545,3.68,832b81fffffffff
546,0.61,832ab4fffffffff
547,0.99,832b9bfffffffff
548,0.48,832b9dfffffffff
549,0.96,832ab4fffffffff
550,0.09,832b9bfffffffff
551,0.35,832b81fffffffff
552,0.1,832b9bfffffffff
553,2.8,832ab4fffffffff
554,0.48,832b9bfffffffff
555,0.97,832b9bfffffffff
556,4.84,832b81fffffffff
557,0.56,832b81fffffffff
558,0.48,832b9bfffffffff
559,0.43,832ab4fffffffff
560,0.79,832b9dfffffffff
561,0.95,832b81fffffffff
562,0.81,832ab4fffffffff
563,2.88,832b81fffffffff
564,2.48,832b9bfffffffff
565,0.31,832b9bfffffffff
566,3.65,832b83fffffffff
567,0.57,832b83fffffffff
568,2.42,832b9bfffffffff
569,0.64,832b9bfffffffff
570,0.18,832b83fffffffff
571,0.06,832b83fffffffff
572,0.44,832ab4fffffffff
573,0.63,832b9bfffffffff
574,4.21,832b9bfffffffff
575,0.48,832b83fffffffff
576,4.04,832b9bfffffffff
577,0.66,832b93fffffffff
578,4.32,832b9bfffffffff
579,2.87,832ab4fffffffff
580,0.99,832b9bfffffffff
581,0.51,832b9bfffffffff
582,0.09,832b9bfffffffff
583,4.48,832b9bfffffffff
584,0.4,832b81fffffffff
585,0.76,832b9bfffffffff
586,2.99,832ab4fffffffff
587,0.83,832b83fffffffff
588,0.09,832ab4fffffffff
589,3.29,832b9bfffffffff
590,0.16,832ab4fffffffff
591,0.76,832b9bfffffffff
592,0.49,832b93fffffffff
593,0.04,832b83fffffffff
594,4.26,832b9bfffffffff
595,0.92,832b9bfffffffff
596,0.07,832b9bfffffffff
597,0.78,832b81fffffffff
598,0.12,832ab5fffffffff
599,1.0,832b9dfffffffff
600,0.16,832b92fffffffff
601,0.57,832b9bfffffffff
602,0.99,832b9bfffffffff
603,0.65,832b9bfffffffff
604,0.05,832b83fffffffff
605,0.87,832b9bfffffffff
606,0.5,832ab4fffffffff
607,3.99,832b9dfffffffff
608,2.43,832b93fffffffff
609,0.49,832b9bfffffffff
610,0.39,832ab4fffffffff
611,0.16,832b83fffffffff
612,0.58,832b9bfffffffff
613,0.91,832b93fffffffff
614,3.95,832b83fffffffff
615,0.08,832b9bfffffffff
616,0.76,832ab4fffffffff
617,0.37,832b9bfffffffff
618,0.07,832ab4fffffffff
619,0.82,832b9bfffffffff
620,0.58,832b9bfffffffff
621,0.5,832b83fffffffff
622,0.84,832b9bfffffffff
623,4.17,832b81fffffffff
624,0.18,832b9bfffffffff
625,0.71,832b9bfffffffff
626,0.41,832b83fffffffff
627,0.33,832b9bfffffffff
628,0.34,832b81fffffffff
629,0.16,832b9bfffffffff
630,0.59,832b9bfffffffff
631,3.56,832b83fffffffff
632,0.04,832ab4fffffffff
633,4.36,832ab4fffffffff
634,0.54,832ab4fffffffff
635,0.45,832b9bfffffffff
636,0.47,832b9bfffffffff
637,3.56,832ab4fffffffff
638,3.92,832b83fffffffff
639,0.74,832b81fffffffff
640,3.88,832ab4fffffffff
641,0.42,832b9bfffffffff
642,0.84,832b83fffffffff
643,0.03,832b9dfffffffff
644,0.15,832b93fffffffff
645,0.68,832b9bfffffffff
646,0.89,832ab5fffffffff
647,0.96,832b9bfffffffff
648,0.1,832b9bfffffffff
649,0.51,832b81fffffffff
650,0.13,832ab4fffffffff
651,0.11,832b81fffffffff
652,0.11,832b83fffffffff
653,0.08,832b9bfffffffff
654,0.61,832b9bfffffffff
655,0.55,832ab4fffffffff
656,0.61,832b9bfffffffff
657,0.05,832b9bfffffffff
658,0.75,832b83fffffffff
659,0.91,832b9bfffffffff
660,0.82,832b9bfffffffff
661,0.1,832b9bfffffffff
662,0.32,832b83fffffffff
663,0.8,832ab4fffffffff
664,0.72,832b9bfffffffff
665,0.36,832ab4fffffffff
666,0.87,832ab4fffffffff
667,0.69,832b83fffffffff
668,0.32,832b9bfffffffff
669,0.09,832b83fffffffff
670,0.65,832ab4fffffffff
671,0.62,832b9bfffffffff
672,3.33,832b81fffffffff
673,0.92,832b9bfffffffff
674,0.19,832b83fffffffff
675,0.1,832b81fffffffff
676,4.04,832b9bfffffffff
677,0.11,832ab4fffffffff
678,0.15,832b9bfffffffff
679,0.17,832b83fffffffff
680,0.35,832b83fffffffff
681,0.11,832ab4fffffffff
682,0.92,832b83fffffffff
683,4.01,832b9bfffffffff
684,0.39,832b9dfffffffff
685,0.14,832b83fffffffff
686,3.14,832ab4fffffffff
687,0.94,832b9bfffffffff
688,0.45,832b92fffffffff
689,2.74,832b9bfffffffff
690,0.05,832b9bfffffffff
691,0.98,832ab4fffffffff
692,3.18,832b9bfffffffff
693,0.87,832ab4fffffffff
694,0.75,832b93fffffffff
695,0.68,832b9bfffffffff
696,0.35,832b9dfffffffff
697,0.03,832b9bfffffffff
698,0.93,832b9bfffffffff
699,0.88,832b9bfffffffff
700,0.62,830eccfffffffff
701,0.14,830ec9fffffffff
702,0.84,832b96fffffffff
703,0.05,832774fffffffff
704,4.48,830ec6fffffffff
705,0.31,830edefffffffff
706,3.32,832ab2fffffffff
707,0.84,83272efffffffff
708,0.76,832b90fffffffff
709,4.66,832764fffffffff
710,0.98,832b9bfffffffff
711,0.35,832701fffffffff
712,0.15,830ed2fffffffff
713,0.58,832720fffffffff
714,0.99,830ef3fffffffff
715,0.72,830e89fffffffff
716,0.39,830ec8fffffffff
717,0.2,830ef3fffffffff
718,0.64,832764fffffffff
719,4.46,832b9bfffffffff
720,3.04,830ec6fffffffff
721,4.34,83272efffffffff
722,0.84,830ec1fffffffff
723,0.68,830ec6fffffffff
724,0.4,830ed0fffffffff
725,0.05,832725fffffffff
726,0.44,832b98fffffffff
727,0.49,832764fffffffff
728,0.73,830e8bfffffffff
729,0.03,830ec3fffffffff
730,0.84,830ecafffffffff
731,0.99,830ef2fffffffff
732,0.84,830ef1fffffffff
733,0.71,830ed9fffffffff
734,3.36,830ec1fffffffff
735,0.46,832721fffffffff
736,0.9,832721fffffffff
737,4.06,832705fffffffff
738,0.12,832720fffffffff
739,0.03,832764fffffffff
740,0.66,830ed0fffffffff
741,0.19,830edafffffffff
742,0.41,832770fffffffff
743,3.48,832765fffffffff
744,0.84,830ed5fffffffff
745,0.82,83272cfffffffff
746,0.05,83272bfffffffff
747,0.64,830e89fffffffff
748,0.91,830ed5fffffffff
749,0.55,83272afffffffff
750,0.47,832721fffffffff
751,0.4,832704fffffffff
752,0.57,832b96fffffffff
753,0.69,830eddfffffffff
754,0.82,83272afffffffff
755,3.03,830edcfffffffff
756,0.99,832b9cfffffffff
757,0.65,832764fffffffff
758,4.15,830ed0fffffffff
759,0.14,830ec6fffffffff
760,0.43,830ec3fffffffff
761,0.31,832761fffffffff
762,0.11,830ed6fffffffff
763,0.51,830ed8fffffffff
764,0.64,832b90fffffffff
765,0.57,830e8bfffffffff
766,0.06,832b9dfffffffff
767,0.89,830eccfffffffff
768,0.74,832765fffffffff
769,0.33,830eccfffffffff
770,3.29,832b91fffffffff
771,0.41,832b93fffffffff
772,0.18,830ecefffffffff
773,0.63,830ed8fffffffff
774,0.91,83272bfffffffff
775,0.93,832b82fffffffff
776,0.97,832ab5fffffffff
777,0.59,83272bfffffffff
778,0.43,830ed0fffffffff
779,3.09,832700fffffffff
780,0.03,832774fffffffff
781,0.86,830ed8fffffffff
782,0.38,830eccfffffffff
783,0.85,830ed6fffffffff
784,1.0,83276efffffffff
785,0.58,832b9efffffffff
786,0.13,830ec6fffffffff
787,0.94,830ed6fffffffff
788,0.07,830ec3fffffffff
789,2.3,832701fffffffff
790,2.15,832720fffffffff
791,4.0,832b96fffffffff
792,0.02,83272cfffffffff
793,0.48,830ecefffffffff
794,0.57,832ab4fffffffff
795,0.6,83276efffffffff
796,0.33,830e8dfffffffff
797,2.69,83272efffffffff
798,2.51,830ed9fffffffff
799,0.78,832b9afffffffff
800,0.78,83272dfffffffff
801,3.23,832720fffffffff
802,0.33,830ed4fffffffff
803,0.71,830ef3fffffffff
804,0.12,832764fffffffff
805,2.96,832774fffffffff
806,2.67,83270efffffffff
807,0.87,832723fffffffff
808,0.83,832b9dfffffffff
809,0.83,830ec6fffffffff
810,0.37,832723fffffffff
811,0.99,832729fffffffff
812,0.9,830edbfffffffff
813,0.46,830e8dfffffffff
814,2.34,832b96fffffffff
815,0.61,832729fffffffff
816,0.88,830edefffffffff
817,0.41,830ed8fffffffff
818,0.33,830ec1fffffffff
819,2.23,832b81fffffffff
820,0.68,83272dfffffffff
821,0.95,830ed1fffffffff
822,0.5,83272bfffffffff
823,0.76,832b83fffffffff
824,0.72,832b94fffffffff
825,0.68,830e8dfffffffff
826,0.9,830ed4fffffffff
827,2.62,830ed9fffffffff
828,0.64,832728fffffffff
829,0.8,830e89fffffffff
830,0.72,830ec8fffffffff
831,4.48,832723fffffffff
832,0.33,830ed2fffffffff
833,0.57,832761fffffffff
834,0.73,830e89fffffffff
835,3.64,830edcfffffffff
836,0.74,830ef1fffffffff
837,2.08,832765fffffffff
838,0.67,830e8dfffffffff
839,2.49,830ed4fffffffff
840,0.05,832b96fffffffff
841,2.61,830ecafffffffff
842,3.45,830ed5fffffffff
843,2.23,832760fffffffff
844,0.06,830ecafffffffff
845,0.52,830ed3fffffffff
846,0.64,83276efffffffff
847,4.92,832723fffffffff
848,0.34,830ec6fffffffff
849,0.44,832b98fffffffff
850,2.53,83270cfffffffff
851,0.94,830edafffffffff
852,0.73,830ecbfffffffff
853,0.93,832ab4fffffffff
854,0.44,832725fffffffff
855,0.12,830ecafffffffff
856,2.05,830eccfffffffff
857,0.6,830ec0fffffffff
858,0.81,83272efffffffff
859,0.03,83272dfffffffff
860,0.64,832722fffffffff
861,0.82,830ec3fffffffff
862,0.07,830ed6fffffffff
863,0.79,832761fffffffff
864,0.15,830e8dfffffffff
865,0.61,830ed3fffffffff
866,0.7,832724fffffffff
867,0.77,832723fffffffff
868,3.38,832b90fffffffff
869,3.96,830edcfffffffff
870,3.46,83272bfffffffff
871,3.69,832b81fffffffff
872,0.47,830ed6fffffffff
873,0.4,830ed1fffffffff
874,0.37,830ed1fffffffff
875,0.39,832ab4fffffffff
876,0.13,830ec6fffffffff
877,0.16,830ecbfffffffff
878,0.57,830ed5fffffffff
879,0.39,832760fffffffff
880,0.8,830ecbfffffffff
881,0.6,830ec4fffffffff
882,3.21,830ecbfffffffff
883,0.49,832729fffffffff
884,0.74,830edcfffffffff
885,0.7,832b9cfffffffff
886,0.64,832b9cfffffffff
887,0.2,832b92fffffffff
888,0.74,830edbfffffffff
889,0.61,830edbfffffffff
890,0.99,832774fffffffff
891,0.2,830ed8fffffffff
892,0.62,832b9dfffffffff
893,4.66,830ecdfffffffff
894,0.09,830edbfffffffff
895,0.76,832b9bfffffffff
896,0.37,830ec2fffffffff
